,regYear,regMonth,popularity,province,model
27,2018,4,485,福建,2d0d2c3403909fdb
24,2018,1,121,福建,346393c2c6305fb1
25,2018,2,149,福建,346393c2c6305fb1
26,2018,3,182,福建,346393c2c6305fb1
27,2018,4,181,福建,346393c2c6305fb1
24,2018,1,1281,福建,37aa9169b575ef79
25,2018,2,1699,福建,37aa9169b575ef79
26,2018,3,1469,福建,37aa9169b575ef79
27,2018,4,1486,福建,37aa9169b575ef79
24,2018,1,942,福建,3c974920a76ac9c1
25,2018,2,1338,福建,3c974920a76ac9c1
26,2018,3,626,福建,3c974920a76ac9c1
27,2018,4,607,福建,3c974920a76ac9c1
24,2018,1,2292,福建,3d7554f1f56dd664
25,2018,2,3303,福建,3d7554f1f56dd664
26,2018,3,2555,福建,3d7554f1f56dd664
27,2018,4,2585,福建,3d7554f1f56dd664
24,2018,1,944,福建,3e21824be728cbec
25,2018,2,1288,福建,3e21824be728cbec
26,2018,3,937,福建,3e21824be728cbec
27,2018,4,913,福建,3e21824be728cbec
24,2018,1,1833,福建,4a103c30d593fbbe
25,2018,2,2503,福建,4a103c30d593fbbe
26,2018,3,2246,福建,4a103c30d593fbbe
27,2018,4,2200,福建,4a103c30d593fbbe
24,2018,1,290,福建,4f79773e600518a6
25,2018,2,432,福建,4f79773e600518a6
26,2018,3,242,福建,4f79773e600518a6
27,2018,4,218,福建,4f79773e600518a6
24,2018,1,1408,福建,54fc07138d70374c
25,2018,2,1842,福建,54fc07138d70374c
26,2018,3,1001,福建,54fc07138d70374c
27,2018,4,950,福建,54fc07138d70374c
24,2018,1,239,福建,5b1c11c3efed5312
25,2018,2,354,福建,5b1c11c3efed5312
26,2018,3,287,福建,5b1c11c3efed5312
27,2018,4,269,福建,5b1c11c3efed5312
24,2018,1,1070,福建,5d7fb682edd0f937
25,2018,2,1249,福建,5d7fb682edd0f937
26,2018,3,1387,福建,5d7fb682edd0f937
27,2018,4,1419,福建,5d7fb682edd0f937
24,2018,1,2933,福建,6155b214590c66e6
25,2018,2,3890,福建,6155b214590c66e6
26,2018,3,3949,福建,6155b214590c66e6
27,2018,4,3980,福建,6155b214590c66e6
24,2018,1,407,福建,61e73e32ad101892
25,2018,2,559,福建,61e73e32ad101892
26,2018,3,449,福建,61e73e32ad101892
27,2018,4,452,福建,61e73e32ad101892
24,2018,1,2565,福建,63065128401bb3ff
25,2018,2,3369,福建,63065128401bb3ff
26,2018,3,2555,福建,63065128401bb3ff
27,2018,4,2632,福建,63065128401bb3ff
24,2018,1,1930,福建,6858d6dfe680bdf7
25,2018,2,2526,福建,6858d6dfe680bdf7
26,2018,3,1687,福建,6858d6dfe680bdf7
27,2018,4,1646,福建,6858d6dfe680bdf7
24,2018,1,1003,福建,7023efdab9cedc03
25,2018,2,1151,福建,7023efdab9cedc03
26,2018,3,1072,福建,7023efdab9cedc03
27,2018,4,1073,福建,7023efdab9cedc03
24,2018,1,1623,福建,7245e0ee27b195cd
25,2018,2,1898,福建,7245e0ee27b195cd
26,2018,3,1973,福建,7245e0ee27b195cd
27,2018,4,2025,福建,7245e0ee27b195cd
24,2018,1,3791,福建,79de4e4b24c35b04
25,2018,2,5583,福建,79de4e4b24c35b04
26,2018,3,3199,福建,79de4e4b24c35b04
27,2018,4,3138,福建,79de4e4b24c35b04
24,2018,1,606,福建,7a7885e2d7c00bcf
25,2018,2,860,福建,7a7885e2d7c00bcf
26,2018,3,717,福建,7a7885e2d7c00bcf
27,2018,4,712,福建,7a7885e2d7c00bcf
24,2018,1,195,福建,7aab7fca2470987e
25,2018,2,217,福建,7aab7fca2470987e
26,2018,3,190,福建,7aab7fca2470987e
27,2018,4,189,福建,7aab7fca2470987e
24,2018,1,1893,福建,7cf283430b3b5e38
25,2018,2,2501,福建,7cf283430b3b5e38
26,2018,3,2369,福建,7cf283430b3b5e38
27,2018,4,2366,福建,7cf283430b3b5e38
24,2018,1,843,福建,8c915fe4632fb9fa
25,2018,2,1066,福建,8c915fe4632fb9fa
26,2018,3,1047,福建,8c915fe4632fb9fa
27,2018,4,1059,福建,8c915fe4632fb9fa
24,2018,1,154,福建,936168bd4850913d
25,2018,2,181,福建,936168bd4850913d
26,2018,3,237,福建,936168bd4850913d
27,2018,4,233,福建,936168bd4850913d
24,2018,1,1505,福建,97f15de12cfabbd5
25,2018,2,2033,福建,97f15de12cfabbd5
26,2018,3,1616,福建,97f15de12cfabbd5
27,2018,4,1642,福建,97f15de12cfabbd5
24,2018,1,234,福建,9c1c7ee8ebdda299
25,2018,2,368,福建,9c1c7ee8ebdda299
26,2018,3,406,福建,9c1c7ee8ebdda299
27,2018,4,402,福建,9c1c7ee8ebdda299
24,2018,1,1638,福建,a207df29ec9583f0
25,2018,2,2010,福建,a207df29ec9583f0
26,2018,3,1871,福建,a207df29ec9583f0
27,2018,4,1881,福建,a207df29ec9583f0
24,2018,1,720,福建,a28bb927b6fcb33c
25,2018,2,980,福建,a28bb927b6fcb33c
26,2018,3,865,福建,a28bb927b6fcb33c
27,2018,4,872,福建,a28bb927b6fcb33c
24,2018,1,326,福建,a432c483b5beb856
25,2018,2,475,福建,a432c483b5beb856
26,2018,3,332,福建,a432c483b5beb856
27,2018,4,322,福建,a432c483b5beb856
24,2018,1,623,福建,a9a43d1a7ecbe75d
25,2018,2,686,福建,a9a43d1a7ecbe75d
26,2018,3,927,福建,a9a43d1a7ecbe75d
27,2018,4,958,福建,a9a43d1a7ecbe75d
24,2018,1,2007,福建,af6f4f548684e14d
25,2018,2,2446,福建,af6f4f548684e14d
26,2018,3,1723,福建,af6f4f548684e14d
27,2018,4,1740,福建,af6f4f548684e14d
24,2018,1,2494,福建,b25c4e2e3856af22
25,2018,2,3346,福建,b25c4e2e3856af22
26,2018,3,2531,福建,b25c4e2e3856af22
27,2018,4,2546,福建,b25c4e2e3856af22
24,2018,1,2892,福建,b4be3a4917289c82
25,2018,2,3847,福建,b4be3a4917289c82
26,2018,3,3280,福建,b4be3a4917289c82
27,2018,4,3272,福建,b4be3a4917289c82
24,2018,1,2515,福建,bb9fbec9a2833839
25,2018,2,3074,福建,bb9fbec9a2833839
26,2018,3,2607,福建,bb9fbec9a2833839
27,2018,4,2656,福建,bb9fbec9a2833839
24,2018,1,889,福建,c06a2a387c0ee510
25,2018,2,962,福建,c06a2a387c0ee510
26,2018,3,882,福建,c06a2a387c0ee510
27,2018,4,903,福建,c06a2a387c0ee510
24,2018,1,399,福建,c6833cb891626c17
25,2018,2,549,福建,c6833cb891626c17
26,2018,3,395,福建,c6833cb891626c17
27,2018,4,391,福建,c6833cb891626c17
24,2018,1,250,福建,c6cd4e0e073f5ac2
25,2018,2,394,福建,c6cd4e0e073f5ac2
26,2018,3,297,福建,c6cd4e0e073f5ac2
27,2018,4,274,福建,c6cd4e0e073f5ac2
24,2018,1,1572,福建,cc21c7e91a3b5a0c
25,2018,2,2242,福建,cc21c7e91a3b5a0c
26,2018,3,1661,福建,cc21c7e91a3b5a0c
27,2018,4,1650,福建,cc21c7e91a3b5a0c
24,2018,1,714,福建,cd5841d44fd7625e
25,2018,2,962,福建,cd5841d44fd7625e
26,2018,3,769,福建,cd5841d44fd7625e
27,2018,4,766,福建,cd5841d44fd7625e
24,2018,1,75,福建,d0f245b8781e3631
25,2018,2,101,福建,d0f245b8781e3631
26,2018,3,475,福建,d0f245b8781e3631
27,2018,4,455,福建,d0f245b8781e3631
24,2018,1,4515,福建,d4efbebb087fd03f
25,2018,2,5448,福建,d4efbebb087fd03f
26,2018,3,8923,福建,d4efbebb087fd03f
27,2018,4,9243,福建,d4efbebb087fd03f
24,2018,1,3639,福建,da457d15788fe8ee
25,2018,2,4279,福建,da457d15788fe8ee
26,2018,3,3641,福建,da457d15788fe8ee
27,2018,4,3592,福建,da457d15788fe8ee
24,2018,1,654,福建,dff803b4024d261d
25,2018,2,748,福建,dff803b4024d261d
26,2018,3,811,福建,dff803b4024d261d
27,2018,4,827,福建,dff803b4024d261d
24,2018,1,849,福建,ea489c253676aafc
25,2018,2,1048,福建,ea489c253676aafc
26,2018,3,1055,福建,ea489c253676aafc
27,2018,4,1070,福建,ea489c253676aafc
24,2018,1,3724,福建,ef76a85c4b39f693
25,2018,2,4813,福建,ef76a85c4b39f693
26,2018,3,3513,福建,ef76a85c4b39f693
27,2018,4,3488,福建,ef76a85c4b39f693
24,2018,1,1022,福建,f270f6a489c6a9d7
25,2018,2,1382,福建,f270f6a489c6a9d7
26,2018,3,1420,福建,f270f6a489c6a9d7
27,2018,4,1473,福建,f270f6a489c6a9d7
24,2018,1,1571,福建,f5d69960089c3614
25,2018,2,1690,福建,f5d69960089c3614
26,2018,3,1547,福建,f5d69960089c3614
27,2018,4,1581,福建,f5d69960089c3614
24,2018,1,2434,福建,f8a6975573af1b33
25,2018,2,3420,福建,f8a6975573af1b33
26,2018,3,1914,福建,f8a6975573af1b33
27,2018,4,1880,福建,f8a6975573af1b33
24,2018,1,467,福建,fc32b1a017b34efe
25,2018,2,738,福建,fc32b1a017b34efe
26,2018,3,604,福建,fc32b1a017b34efe
27,2018,4,556,福建,fc32b1a017b34efe
24,2018,1,2080,福建,fde95ea242abd896
25,2018,2,2849,福建,fde95ea242abd896
26,2018,3,1766,福建,fde95ea242abd896
27,2018,4,1722,福建,fde95ea242abd896
24,2018,1,3111,福建,feabbf46658382b9
25,2018,2,4403,福建,feabbf46658382b9
26,2018,3,3016,福建,feabbf46658382b9
27,2018,4,2926,福建,feabbf46658382b9
24,2018,1,381,辽宁,02aab221aabc03b9
25,2018,2,379,辽宁,02aab221aabc03b9
26,2018,3,484,辽宁,02aab221aabc03b9
27,2018,4,492,辽宁,02aab221aabc03b9
24,2018,1,833,辽宁,04e66e578f653ab9
25,2018,2,113,辽宁,04e66e578f653ab9
26,2018,3,344,辽宁,04e66e578f653ab9
27,2018,4,339,辽宁,04e66e578f653ab9
24,2018,1,550,辽宁,06880909932890ca
25,2018,2,681,辽宁,06880909932890ca
26,2018,3,680,辽宁,06880909932890ca
27,2018,4,676,辽宁,06880909932890ca
24,2018,1,1084,辽宁,0797526c057dcf5b
25,2018,2,1315,辽宁,0797526c057dcf5b
26,2018,3,1198,辽宁,0797526c057dcf5b
27,2018,4,1209,辽宁,0797526c057dcf5b
24,2018,1,638,辽宁,12f8b7e14947c34d
25,2018,2,870,辽宁,12f8b7e14947c34d
26,2018,3,943,辽宁,12f8b7e14947c34d
27,2018,4,896,辽宁,12f8b7e14947c34d
24,2018,1,1404,辽宁,17363f08d683d52b
25,2018,2,1529,辽宁,17363f08d683d52b
26,2018,3,1377,辽宁,17363f08d683d52b
27,2018,4,1363,辽宁,17363f08d683d52b
24,2018,1,3718,辽宁,17bc272c93f19d56
25,2018,2,4794,辽宁,17bc272c93f19d56
26,2018,3,3517,辽宁,17bc272c93f19d56
27,2018,4,3509,辽宁,17bc272c93f19d56
24,2018,1,1320,辽宁,212083a9246d2fd3
25,2018,2,1586,辽宁,212083a9246d2fd3
26,2018,3,1528,辽宁,212083a9246d2fd3
27,2018,4,1504,辽宁,212083a9246d2fd3
24,2018,1,358,辽宁,28e29f2c03dcd84c
25,2018,2,377,辽宁,28e29f2c03dcd84c
26,2018,3,471,辽宁,28e29f2c03dcd84c
27,2018,4,479,辽宁,28e29f2c03dcd84c
24,2018,1,5491,辽宁,2a2ab41f8f6ff1cb
25,2018,2,6533,辽宁,2a2ab41f8f6ff1cb
26,2018,3,7273,辽宁,2a2ab41f8f6ff1cb
27,2018,4,7395,辽宁,2a2ab41f8f6ff1cb
24,2018,1,986,辽宁,2d0d2c3403909fdb
25,2018,2,1352,辽宁,2d0d2c3403909fdb
26,2018,3,1127,辽宁,2d0d2c3403909fdb
27,2018,4,1121,辽宁,2d0d2c3403909fdb
24,2018,1,280,辽宁,346393c2c6305fb1
25,2018,2,311,辽宁,346393c2c6305fb1
26,2018,3,399,辽宁,346393c2c6305fb1
27,2018,4,401,辽宁,346393c2c6305fb1
24,2018,1,1957,辽宁,37aa9169b575ef79
25,2018,2,2356,辽宁,37aa9169b575ef79
26,2018,3,2282,辽宁,37aa9169b575ef79
27,2018,4,2271,辽宁,37aa9169b575ef79
24,2018,1,1914,辽宁,3c974920a76ac9c1
25,2018,2,2274,辽宁,3c974920a76ac9c1
26,2018,3,1707,辽宁,3c974920a76ac9c1
27,2018,4,1667,辽宁,3c974920a76ac9c1
24,2018,1,3461,辽宁,3d7554f1f56dd664
25,2018,2,4233,辽宁,3d7554f1f56dd664
26,2018,3,4163,辽宁,3d7554f1f56dd664
27,2018,4,4208,辽宁,3d7554f1f56dd664
24,2018,1,524,辽宁,3e21824be728cbec
25,2018,2,654,辽宁,3e21824be728cbec
26,2018,3,692,辽宁,3e21824be728cbec
27,2018,4,685,辽宁,3e21824be728cbec
24,2018,1,1972,辽宁,4a103c30d593fbbe
25,2018,2,2345,辽宁,4a103c30d593fbbe
26,2018,3,2450,辽宁,4a103c30d593fbbe
27,2018,4,2432,辽宁,4a103c30d593fbbe
24,2018,1,566,辽宁,4f79773e600518a6
25,2018,2,691,辽宁,4f79773e600518a6
26,2018,3,572,辽宁,4f79773e600518a6
27,2018,4,543,辽宁,4f79773e600518a6
24,2018,1,1602,辽宁,54fc07138d70374c
25,2018,2,2001,辽宁,54fc07138d70374c
26,2018,3,1574,辽宁,54fc07138d70374c
27,2018,4,1568,辽宁,54fc07138d70374c
24,2018,1,19,辽宁,5b1c11c3efed5312
25,2018,2,90,辽宁,5b1c11c3efed5312
26,2018,3,111,辽宁,5b1c11c3efed5312
27,2018,4,70,辽宁,5b1c11c3efed5312
24,2018,1,946,辽宁,5d7fb682edd0f937
25,2018,2,1057,辽宁,5d7fb682edd0f937
26,2018,3,1323,辽宁,5d7fb682edd0f937
27,2018,4,1355,辽宁,5d7fb682edd0f937
24,2018,1,3056,辽宁,6155b214590c66e6
25,2018,2,3589,辽宁,6155b214590c66e6
26,2018,3,4210,辽宁,6155b214590c66e6
27,2018,4,4243,辽宁,6155b214590c66e6
24,2018,1,576,辽宁,61e73e32ad101892
25,2018,2,673,辽宁,61e73e32ad101892
26,2018,3,703,辽宁,61e73e32ad101892
27,2018,4,719,辽宁,61e73e32ad101892
24,2018,1,2071,辽宁,63065128401bb3ff
25,2018,2,2411,辽宁,63065128401bb3ff
26,2018,3,2552,辽宁,63065128401bb3ff
27,2018,4,2615,辽宁,63065128401bb3ff
24,2018,1,1478,辽宁,6858d6dfe680bdf7
25,2018,2,1818,辽宁,6858d6dfe680bdf7
26,2018,3,1555,辽宁,6858d6dfe680bdf7
27,2018,4,1551,辽宁,6858d6dfe680bdf7
24,2018,1,845,辽宁,7023efdab9cedc03
25,2018,2,902,辽宁,7023efdab9cedc03
26,2018,3,1055,辽宁,7023efdab9cedc03
27,2018,4,1062,辽宁,7023efdab9cedc03
24,2018,1,1756,辽宁,7245e0ee27b195cd
25,2018,2,1973,辽宁,7245e0ee27b195cd
26,2018,3,2212,辽宁,7245e0ee27b195cd
27,2018,4,2299,辽宁,7245e0ee27b195cd
24,2018,1,4453,辽宁,79de4e4b24c35b04
25,2018,2,5554,辽宁,79de4e4b24c35b04
26,2018,3,4274,辽宁,79de4e4b24c35b04
27,2018,4,4290,辽宁,79de4e4b24c35b04
24,2018,1,572,辽宁,7a7885e2d7c00bcf
25,2018,2,706,辽宁,7a7885e2d7c00bcf
26,2018,3,826,辽宁,7a7885e2d7c00bcf
27,2018,4,826,辽宁,7a7885e2d7c00bcf
24,2018,1,470,辽宁,7aab7fca2470987e
25,2018,2,524,辽宁,7aab7fca2470987e
26,2018,3,630,辽宁,7aab7fca2470987e
27,2018,4,635,辽宁,7aab7fca2470987e
24,2018,1,1361,辽宁,7cf283430b3b5e38
25,2018,2,1611,辽宁,7cf283430b3b5e38
26,2018,3,1896,辽宁,7cf283430b3b5e38
27,2018,4,1918,辽宁,7cf283430b3b5e38
24,2018,1,783,辽宁,8c915fe4632fb9fa
25,2018,2,898,辽宁,8c915fe4632fb9fa
26,2018,3,977,辽宁,8c915fe4632fb9fa
27,2018,4,987,辽宁,8c915fe4632fb9fa
24,2018,1,90,辽宁,936168bd4850913d
25,2018,2,86,辽宁,936168bd4850913d
26,2018,3,173,辽宁,936168bd4850913d
27,2018,4,165,辽宁,936168bd4850913d
24,2018,1,2971,辽宁,97f15de12cfabbd5
25,2018,2,3534,辽宁,97f15de12cfabbd5
26,2018,3,3343,辽宁,97f15de12cfabbd5
27,2018,4,3364,辽宁,97f15de12cfabbd5
24,2018,1,412,辽宁,9c1c7ee8ebdda299
25,2018,2,538,辽宁,9c1c7ee8ebdda299
26,2018,3,612,辽宁,9c1c7ee8ebdda299
27,2018,4,604,辽宁,9c1c7ee8ebdda299
24,2018,1,1484,辽宁,a207df29ec9583f0
25,2018,2,1688,辽宁,a207df29ec9583f0
26,2018,3,1930,辽宁,a207df29ec9583f0
27,2018,4,1986,辽宁,a207df29ec9583f0
24,2018,1,904,辽宁,a28bb927b6fcb33c
25,2018,2,1096,辽宁,a28bb927b6fcb33c
26,2018,3,1239,辽宁,a28bb927b6fcb33c
27,2018,4,1250,辽宁,a28bb927b6fcb33c
24,2018,1,129,辽宁,a432c483b5beb856
25,2018,2,179,辽宁,a432c483b5beb856
26,2018,3,210,辽宁,a432c483b5beb856
27,2018,4,205,辽宁,a432c483b5beb856
24,2018,1,878,辽宁,a9a43d1a7ecbe75d
25,2018,2,893,辽宁,a9a43d1a7ecbe75d
26,2018,3,1412,辽宁,a9a43d1a7ecbe75d
27,2018,4,1468,辽宁,a9a43d1a7ecbe75d
24,2018,1,1587,辽宁,af6f4f548684e14d
25,2018,2,1815,辽宁,af6f4f548684e14d
26,2018,3,1550,辽宁,af6f4f548684e14d
27,2018,4,1555,辽宁,af6f4f548684e14d
24,2018,1,1699,辽宁,b25c4e2e3856af22
25,2018,2,2316,辽宁,b25c4e2e3856af22
26,2018,3,2037,辽宁,b25c4e2e3856af22
27,2018,4,2032,辽宁,b25c4e2e3856af22
24,2018,1,2315,辽宁,b4be3a4917289c82
25,2018,2,2755,辽宁,b4be3a4917289c82
26,2018,3,3023,辽宁,b4be3a4917289c82
27,2018,4,3021,辽宁,b4be3a4917289c82
24,2018,1,1828,辽宁,bb9fbec9a2833839
25,2018,2,2010,辽宁,bb9fbec9a2833839
26,2018,3,2219,辽宁,bb9fbec9a2833839
27,2018,4,2231,辽宁,bb9fbec9a2833839
24,2018,1,1302,辽宁,c06a2a387c0ee510
25,2018,2,1362,辽宁,c06a2a387c0ee510
26,2018,3,1524,辽宁,c06a2a387c0ee510
27,2018,4,1568,辽宁,c06a2a387c0ee510
24,2018,1,468,辽宁,c6833cb891626c17
25,2018,2,587,辽宁,c6833cb891626c17
26,2018,3,552,辽宁,c6833cb891626c17
27,2018,4,533,辽宁,c6833cb891626c17
24,2018,1,161,辽宁,c6cd4e0e073f5ac2
25,2018,2,258,辽宁,c6cd4e0e073f5ac2
26,2018,3,247,辽宁,c6cd4e0e073f5ac2
27,2018,4,232,辽宁,c6cd4e0e073f5ac2
24,2018,1,1974,辽宁,cc21c7e91a3b5a0c
25,2018,2,2417,辽宁,cc21c7e91a3b5a0c
26,2018,3,2479,辽宁,cc21c7e91a3b5a0c
27,2018,4,2478,辽宁,cc21c7e91a3b5a0c
24,2018,1,726,辽宁,cd5841d44fd7625e
25,2018,2,860,辽宁,cd5841d44fd7625e
26,2018,3,979,辽宁,cd5841d44fd7625e
27,2018,4,1002,辽宁,cd5841d44fd7625e
24,2018,1,125,辽宁,d0f245b8781e3631
25,2018,2,177,辽宁,d0f245b8781e3631
26,2018,3,396,辽宁,d0f245b8781e3631
27,2018,4,353,辽宁,d0f245b8781e3631
24,2018,1,5809,辽宁,d4efbebb087fd03f
25,2018,2,6198,辽宁,d4efbebb087fd03f
26,2018,3,10169,辽宁,d4efbebb087fd03f
27,2018,4,10621,辽宁,d4efbebb087fd03f
24,2018,1,3674,辽宁,da457d15788fe8ee
25,2018,2,4011,辽宁,da457d15788fe8ee
26,2018,3,4263,辽宁,da457d15788fe8ee
27,2018,4,4315,辽宁,da457d15788fe8ee
24,2018,1,399,辽宁,dff803b4024d261d
25,2018,2,437,辽宁,dff803b4024d261d
26,2018,3,593,辽宁,dff803b4024d261d
27,2018,4,607,辽宁,dff803b4024d261d
24,2018,1,1174,辽宁,ea489c253676aafc
25,2018,2,1386,辽宁,ea489c253676aafc
26,2018,3,1521,辽宁,ea489c253676aafc
27,2018,4,1542,辽宁,ea489c253676aafc
24,2018,1,4220,辽宁,ef76a85c4b39f693
25,2018,2,4931,辽宁,ef76a85c4b39f693
26,2018,3,4746,辽宁,ef76a85c4b39f693
27,2018,4,4745,辽宁,ef76a85c4b39f693
24,2018,1,1132,辽宁,f270f6a489c6a9d7
25,2018,2,1271,辽宁,f270f6a489c6a9d7
26,2018,3,1417,辽宁,f270f6a489c6a9d7
27,2018,4,1441,辽宁,f270f6a489c6a9d7
24,2018,1,1560,辽宁,f5d69960089c3614
25,2018,2,1709,辽宁,f5d69960089c3614
26,2018,3,1818,辽宁,f5d69960089c3614
27,2018,4,1853,辽宁,f5d69960089c3614
24,2018,1,1156,辽宁,f8a6975573af1b33
25,2018,2,1439,辽宁,f8a6975573af1b33
26,2018,3,1153,辽宁,f8a6975573af1b33
27,2018,4,1110,辽宁,f8a6975573af1b33
24,2018,1,568,辽宁,fc32b1a017b34efe
25,2018,2,803,辽宁,fc32b1a017b34efe
26,2018,3,736,辽宁,fc32b1a017b34efe
27,2018,4,703,辽宁,fc32b1a017b34efe
24,2018,1,1785,辽宁,fde95ea242abd896
25,2018,2,2117,辽宁,fde95ea242abd896
26,2018,3,1682,辽宁,fde95ea242abd896
27,2018,4,1653,辽宁,fde95ea242abd896
24,2018,1,3320,辽宁,feabbf46658382b9
25,2018,2,3913,辽宁,feabbf46658382b9
26,2018,3,3095,辽宁,feabbf46658382b9
27,2018,4,3048,辽宁,feabbf46658382b9
24,2018,1,1329,重庆,02aab221aabc03b9
25,2018,2,1435,重庆,02aab221aabc03b9
26,2018,3,2111,重庆,02aab221aabc03b9
27,2018,4,2208,重庆,02aab221aabc03b9
24,2018,1,159,重庆,04e66e578f653ab9
25,2018,2,209,重庆,04e66e578f653ab9
26,2018,3,235,重庆,04e66e578f653ab9
27,2018,4,235,重庆,04e66e578f653ab9
24,2018,1,470,重庆,06880909932890ca
25,2018,2,588,重庆,06880909932890ca
26,2018,3,430,重庆,06880909932890ca
27,2018,4,422,重庆,06880909932890ca
24,2018,1,647,重庆,0797526c057dcf5b
25,2018,2,802,重庆,0797526c057dcf5b
26,2018,3,650,重庆,0797526c057dcf5b
27,2018,4,661,重庆,0797526c057dcf5b
24,2018,1,407,重庆,12f8b7e14947c34d
25,2018,2,554,重庆,12f8b7e14947c34d
26,2018,3,490,重庆,12f8b7e14947c34d
27,2018,4,494,重庆,12f8b7e14947c34d
24,2018,1,1007,重庆,17363f08d683d52b
25,2018,2,1138,重庆,17363f08d683d52b
26,2018,3,1046,重庆,17363f08d683d52b
27,2018,4,1028,重庆,17363f08d683d52b
24,2018,1,1430,重庆,17bc272c93f19d56
25,2018,2,2130,重庆,17bc272c93f19d56
26,2018,3,1049,重庆,17bc272c93f19d56
27,2018,4,1044,重庆,17bc272c93f19d56
24,2018,1,1662,重庆,212083a9246d2fd3
25,2018,2,1845,重庆,212083a9246d2fd3
26,2018,3,1672,重庆,212083a9246d2fd3
27,2018,4,1680,重庆,212083a9246d2fd3
24,2018,1,442,重庆,28e29f2c03dcd84c
25,2018,2,562,重庆,28e29f2c03dcd84c
26,2018,3,480,重庆,28e29f2c03dcd84c
27,2018,4,490,重庆,28e29f2c03dcd84c
24,2018,1,4889,重庆,2a2ab41f8f6ff1cb
25,2018,2,4356,重庆,2a2ab41f8f6ff1cb
26,2018,3,3426,重庆,2a2ab41f8f6ff1cb
27,2018,4,3424,重庆,2a2ab41f8f6ff1cb
24,2018,1,468,重庆,2d0d2c3403909fdb
25,2018,2,678,重庆,2d0d2c3403909fdb
26,2018,3,386,重庆,2d0d2c3403909fdb
27,2018,4,376,重庆,2d0d2c3403909fdb
24,2018,1,96,重庆,346393c2c6305fb1
25,2018,2,107,重庆,346393c2c6305fb1
26,2018,3,118,重庆,346393c2c6305fb1
27,2018,4,116,重庆,346393c2c6305fb1
24,2018,1,1400,重庆,37aa9169b575ef79
25,2018,2,1509,重庆,37aa9169b575ef79
26,2018,3,1896,重庆,37aa9169b575ef79
27,2018,4,1969,重庆,37aa9169b575ef79
24,2018,1,400,重庆,3c974920a76ac9c1
25,2018,2,537,重庆,3c974920a76ac9c1
26,2018,3,279,重庆,3c974920a76ac9c1
27,2018,4,259,重庆,3c974920a76ac9c1
24,2018,1,982,重庆,3d7554f1f56dd664
25,2018,2,1271,重庆,3d7554f1f56dd664
26,2018,3,971,重庆,3d7554f1f56dd664
27,2018,4,971,重庆,3d7554f1f56dd664
24,2018,1,630,重庆,3e21824be728cbec
25,2018,2,747,重庆,3e21824be728cbec
26,2018,3,653,重庆,3e21824be728cbec
27,2018,4,639,重庆,3e21824be728cbec
24,2018,1,1693,重庆,4a103c30d593fbbe
25,2018,2,1983,重庆,4a103c30d593fbbe
26,2018,3,2312,重庆,4a103c30d593fbbe
27,2018,4,2367,重庆,4a103c30d593fbbe
24,2018,1,355,重庆,4f79773e600518a6
25,2018,2,460,重庆,4f79773e600518a6
26,2018,3,220,重庆,4f79773e600518a6
27,2018,4,199,重庆,4f79773e600518a6
24,2018,1,1360,重庆,54fc07138d70374c
25,2018,2,1851,重庆,54fc07138d70374c
26,2018,3,1070,重庆,54fc07138d70374c
27,2018,4,1051,重庆,54fc07138d70374c
24,2018,1,471,重庆,5b1c11c3efed5312
25,2018,2,542,重庆,5b1c11c3efed5312
26,2018,3,704,重庆,5b1c11c3efed5312
27,2018,4,740,重庆,5b1c11c3efed5312
24,2018,1,867,重庆,5d7fb682edd0f937
25,2018,2,900,重庆,5d7fb682edd0f937
26,2018,3,1142,重庆,5d7fb682edd0f937
27,2018,4,1183,重庆,5d7fb682edd0f937
24,2018,1,2658,重庆,6155b214590c66e6
25,2018,2,3140,重庆,6155b214590c66e6
26,2018,3,3215,重庆,6155b214590c66e6
27,2018,4,3240,重庆,6155b214590c66e6
24,2018,1,346,重庆,61e73e32ad101892
25,2018,2,447,重庆,61e73e32ad101892
26,2018,3,357,重庆,61e73e32ad101892
27,2018,4,359,重庆,61e73e32ad101892
24,2018,1,1725,重庆,63065128401bb3ff
25,2018,2,2025,重庆,63065128401bb3ff
26,2018,3,1688,重庆,63065128401bb3ff
27,2018,4,1701,重庆,63065128401bb3ff
24,2018,1,1797,重庆,6858d6dfe680bdf7
25,2018,2,2030,重庆,6858d6dfe680bdf7
26,2018,3,2043,重庆,6858d6dfe680bdf7
27,2018,4,2048,重庆,6858d6dfe680bdf7
24,2018,1,629,重庆,7023efdab9cedc03
25,2018,2,644,重庆,7023efdab9cedc03
26,2018,3,664,重庆,7023efdab9cedc03
27,2018,4,671,重庆,7023efdab9cedc03
24,2018,1,996,重庆,7245e0ee27b195cd
25,2018,2,1117,重庆,7245e0ee27b195cd
26,2018,3,1141,重庆,7245e0ee27b195cd
27,2018,4,1178,重庆,7245e0ee27b195cd
24,2018,1,2188,重庆,79de4e4b24c35b04
25,2018,2,2856,重庆,79de4e4b24c35b04
26,2018,3,1677,重庆,79de4e4b24c35b04
27,2018,4,1682,重庆,79de4e4b24c35b04
24,2018,1,331,重庆,7a7885e2d7c00bcf
25,2018,2,433,重庆,7a7885e2d7c00bcf
26,2018,3,388,重庆,7a7885e2d7c00bcf
27,2018,4,383,重庆,7a7885e2d7c00bcf
24,2018,1,80,重庆,7aab7fca2470987e
25,2018,2,96,重庆,7aab7fca2470987e
